symbol,company_name,sector,sub_industry,headquarters,founded,price,pe_ratio,dividend_yield,eps,week_low_52,week_high_52,market_cap,ebitda,price_to_sales,price_to_book
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",1970,563.32,33.214626,0.0011,16.96,65.8,799.87,194166341632.0,3928000000.0,16.48691,26.933779
WY,Weyerhaeuser,Real Estate,Timber REITs,"Seattle, Washington",1900,23.8,41.754387,0.0359,0.57,21.16,27.75,17160813568.0,698000000.0,2.4982986,1.8180429
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",1908,75.98,32.750004,0.0282,2.32,55.82,80.08,92923412480.0,6821000192.0,7.673913,7.2694225
WTW,Willis Towers Watson,Financials,Insurance Brokers,"London, United Kingdom",2016,288.74,16.964746,0.013,17.02,240.61,352.79,27270907904.0,2764999936.0,2.7554722,3.4125183
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",2002,95.9,27.877907,0.0103,3.44,93.15,134.72,9953146880.0,1760022016.0,1.3645123,-35.677086
XEL,Xcel Energy,Utilities,Multi-Utilities,"Minneapolis, Minnesota",1909,80.17,23.103746,0.0294,3.46,68.01,84.23,50047688704.0,6060000256.0,3.3852603,2.117594
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,"White Plains, New York",2011,121.55,30.086636,0.0142,4.04,105.29,154.27,28891643904.0,1912000000.0,3.1780488,2.5790367
YUM,Yum! Brands,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997,158.18,26.10231,0.0186,6.06,137.33,170.14,43597762560.0,2992999936.0,5.1376104,-5.9816966
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",1969,260.11,31.376356,,8.29,199.05,352.66,12389920768.0,1026000000.0,2.2192228,3.6267931
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,"Warsaw, Indiana",1927,91.03,24.404825,0.0102,3.73,79.12,108.29,17610889216.0,2580999936.0,2.0942657,1.389156
ZTS,Zoetis,Health Care,Pharmaceuticals,"Parsippany, New Jersey",1952,74.07,12.142623,0.0281,5.99,71.47,160.48,31052226560.0,4073999872.0,3.258024,9.448909
